Product_id,WTO_2011_id,HS1992_4,HS2007_4digit,HS2012_4digit,HS2002_6digit,HS2007_6digit,HS2012_6digit,HS1992_6digit,WTO_Code_Description_2010,WTO_Code_Description_2011,APEC_Code_Description,OECD_Code_Description,WTO_List_Identifier,WTO_Sample_Core_List,WTO_Reference_Universe_List,APEC_List_Identifier,OECD_List_Iidentifier,OECD2_List_identifier,WTO_Ex_Out,APEC_Ex_Out,WTO_Environmental_Benefit_Description,APEC_Environmental_Benefit_Description,WTO_1_Air_Pollution_Control,WTO_1_Renewable_Energy,WTO_1_Waste_Management_and_Water_Treatment,WTO_1_Environmental Technologies,WTO_1_Carbon_Capture_and_Storage,WTO_Others,WTO_2_Clean Up or Remediation of Soil and Water,WTO_2_Management of Solid and Hazardous Waste and Recycling Systems,"WTO_2_Waste Management, Recycling and Remediation",WTO_2_Waste Water Management and Potable Water Treatment,WTO_2_Gas Flairing Emission Reduction,WTO_2_Efficient Consumption of Energy Technologies,WTO_2_Cleaner or More Resource Efficient Technologies and Products,WTO_2_Energy Efficiency,"WTO_2_Environmental Monitoring, Analysis and Assessment Equipment",WTO_2_Heat and Energy Management,WTO_2_Natural Risk Management,WTO_2_Noise and Vibration Abatement,WTO_2_Environmnetally Preferable Products based on End-Use or Disposal Characteristics,WTO_2_Natural Resource Protection,WTO_2_Resources and Pollution Management,WTO_2_Others,WTO_2_Renewable Energy,WTO_2_Renewable Products and Energy Source,OECD_A: Pollution Management,OECD_A1 Air pollution control,OECD_A2 Wastewater management,OECD_A3 Solid waste management,OECD_A4 Remediation and cleanup,OECD_A5 Noise and vibration abatement,"OECD_A6 Environmental monitoring, analysis and assessment ",OECD_B: Cleaner Technologies and products,OECD_B2: Cleaner/resource efficient products ,OECD_C: Resources management group,OECD_C2: Water supply,OECD_C4: Renewable energy plant,OECD_C5: Heat/energy savings and management,OECD2: Air pollution control,OECD2: Cleaner or more resource efficient technologies and products,OECD2: Environmentally preferable products,OECD2: Heat and energy managemetn,"OECD2: Environmental monitoring, analysis and assessment equipment",OECD2: Natural Resources Protection,OECD2: Noise and vibration abatement,OECD2: Renewable Energy Plant,OECD2: Management of solid and hazardous waste and recycling systems,OECD2: Clean up or remediation of soil and water,OECD2: Waste water management and potable water treatment
447,NA,7309,7309,7309,730900,730900,730900,730900,NA,NA,NA,"Tanks, vats, etc., > 300l ",0,0,0,0,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,113,7310,7310,7310,731010,731010,731010,731010,"Tanks, Casks, Drums, Cans, Boxes, of Iron or Steel, Of a capacity of 50 liters (1321 gallons) or more",- Of a capacity of 50 litres or more,NA,NA,3,0,1,0,0,1,Waste containers including those for municipal or hazardous waste. Waste silos.,NA,"For handling and storage of wastewater/sewage during treatment.  Containers of any material, of any form, for liquid or solid waste, including for municipal or dangerous waste. ",NA,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
448,NA,7310,7310,7310,731010,731010,731010,731010,NA,NA,NA,"Tanks, drums, etc., >50 l < 300l ",0,0,0,0,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,114,7310,7310,7310,731021,731021,731021,731021,Cans which are to be closed by soldering or crimping,- Of a capacity of less than 50 litres: Cans which are to be closed by soldering or crimping,NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient Consumption of Energy Technologies",NA,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,NA,7310,7310,7310,731021,731021,731021,731021,NA,NA,NA,"Cans < 50 l, closed by soldering or crimping ",0,0,0,0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,115,7310,7310,7310,731029,731029,731029,731029,"Other Tanks, Casks, Drums, Cans, Boxes, of Iron or Steel, Capacity Less 50l",- Of a capacity of less than 50 litres: Other,NA,NA,3,0,1,0,0,1," Waste containers, whether or not combined with a compactor.",NA,"Containers of any material, of any form, for liquid or solid waste, including for municipal or dangerous waste.",NA,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
450,NA,7310,7310,7310,731029,731029,731029,731029,NA,NA,NA,Other cans < 50 l ,0,0,0,0,1,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
122,116,7311,7311,7311,731100,731100,731100,731100,"Containers for compressed or liquefied gas, of iron or steel","- Containers for compressed or liquefied gas, of iron or steel",NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient Consumption of Energy Technologies",NA,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,117,7321,7321,7321,732111,732111,732111,732111,Cooking appliances and plate warmers: For gas fuel or for both gas and other fuels.,- Cooking appliances and plate warmers: ,NA,NA,3,1,1,0,0,1,Solar stoves.,NA,"Uses solar thermal energy for cooking, thereby producing no air pollution. The use of solar stoves is replacing heating with firewood or other non-renewable energy sources (e.g. oil, gas) and allows for preservation of firewood (especially important in arid areas) and is suitable for off-grid usage.",NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
500,NA,7321,7321,7321,732113,732119,732119,732113,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
501,NA,7321,7321,7321,732183,732189,732189,732183,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
124,118,7321,7321,7321,732190,732190,732190,732190,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel: Parts.",- Parts,NA,NA,3,0,1,0,0,1,As applicable to solar stoves.,NA,Parts are used in the maintenance and repair of solar stoves (see HS 732111 for the environmental benefits).,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
125,119,7324,7324,7324,732490,732490,732490,732490,"Sanitary ware and parts thereof, of iron or steel: Exclusive of 732410 - 732429.                                           ","- Other, including parts",NA,NA,3,1,1,0,0,1,Water saving shower.                   Water closet pans and flushing cisterns/urinals including dry closets. ,NA,Water conserving showers (provided with a specific water-efficiency shower head) and dry closets (operating on the basis of composting) are designed to conserve water.  ,NA,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126,120,7325,7325,7325,732510,732510,732510,732510,Other cast articles of iron or steel;  of non-malleable cast iron                                                               ,- Of non-malleable cast iron,NA,Articles of cast iron ,3,0,1,0,1,1,"Sewage, water etc systems.      ",NA,These items facilitate the delivery of safe drinking water and sanitation ,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
127,121,7326,7326,7326,732690,732690,732690,732690,Other articles of iron or steel:  Other.                                       ,- Other.,NA,NA,3,0,1,0,0,1, Perforated buckets and similar articles of sheet used to filter water at the entrance to drains. ,NA,"These items facilitate the delivery of safe drinking water and sanitation, which are key MDG priorities ",NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
502,NA,7610,7610,7610,761090,761090,761090,761090,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
128,122,7611,7611,7611,761100,761100,761100,761100,"Aluminium reservoirs, tanks, vats and similar containers, for any material (other than compressed or liquefied gas), of a capacity exceeding 300 l, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment: tanks etc, over 300 litres capacity, aluminium.","- Aluminium reservoirs, tanks, vats & similar containers, for any material (other than compressed or liquefied gas), of a capacity exceeding 300l, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",NA,NA,3,0,1,0,0,1,"Optional ex-outs may include: Tanks or vats for anaerobic digesters for biomass gasification; cisterns, vats and reservoirs for waste and potable water; and solar pre-heating storage tank.",NA,"Tanks, vats and containers for the production of biogas, waste water management, drinking water production and solar thermal energy purposes.",NA,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
129,NA,7611,7611,7611,761100,761100,761100,761100,Other,NA,NA,NA,1,0,0,0,0,1,NA,NA,"Carbon Capture and Storage, Efficient Consumption of Energy Technologies",NA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
130,123,7612,7612,7612,761290,761290,761290,761290,"Aluminium casks, drums, cans, boxes and similar containers (including rigid or collapsible tubular containers), for any material (other than compressed or liquefied gas), of a capacity not exceeding 300 l, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment.",- Other,NA,NA,3,0,1,0,0,1,"Waste containers, including those for municipal or dangerous waste.",NA,"Containers of any material, of any form, for liquid or solid waste, including for municipal or dangerous waste.",NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
131,124,7613,7613,7613,761300,761300,761300,761300,Aluminum containers for compressed or liquefied gas,- Aluminium containers for compressed or liquefied gas,NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient Consumption of Energy Technologies",NA,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,NA,7806,7806,7806,780600,780600,780600,780600,NA,NA,NA,Other articles of lead,0,0,0,0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,NA,8306,8306,8306,830630,830630,830630,830630,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
132,125,8402,8402,8402,840211,840211,840211,840211,Watertube Boilers With a Steam Production Exceeding 45t Per Hour,- Steam or other vapour generating boilers: Watertube Boilers With a Steam Production >45t per hour ,NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient Consumption of Energy Technologies",NA,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,126,8402,8402,8402,840212,840212,840212,840212,Watertube Boilers With a Steam Production Not Exceeding 45t Per Hour,- Steam or other vapour generating boilers: Watertube boilers with a steam production not >45 t per hour ,NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient Consumption of Energy Technologies",NA,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,127,8402,8402,8402,840219,840219,840219,840219,Steam or other vapour generating boilers (other than central heating hot water boilers capable also of producing low pressure steam); super-heated water boilers: and part of the boilers of 840211 - 840220,"- Steam or other vapour generating boilers: Other vapour generating boilers, including hybrid boilers",NA,NA,3,0,1,0,0,1,Biomass boilers.,NA,Boilers for the production of heat and power on the basis of (renewable) biomass fuels.,NA,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
135,128,8402,8402,8402,840220,840220,840220,840220,Super-heated Water Boilers,- Super-heated Water Boilers,NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient Consumption of Energy Technologies",NA,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,129,8402,8402,8402,840290,840290,840290,840290,Parts of Steam Generating Boilers and Super-heated Water Boilers,- Parts,"* Steam or other vapour generating boilers (other than central heating hot water boilers capable also of producing low pressure steam); super-heated water boilers. [Ca, J, NZ, K]
*Steam or other vapour generating boilers (other than central heating hot water boilers capable also of producing low pressure steam); super-heated water boilers; Parts: [US]
*Parts for super-heated water boilers and steam or other vapour generation boilers (other than centra heating hot water boilers) [HK]
*Super-heated water boilers and parts of steam generating boilers [S, BD]",NA,3,1,1,1,0,1,Of steam or other vapour generating boilers; Parts of super-heated water boilers other than boiler bodies or shells,"Parts for 840219x. [Ca, J, NZ, K, Au]
Parts for biomass boilers. [US]
Management of solid and hazardous waste [BD]",Parts for the biomass boilers described above.,"Parts for the biomass boilers described above. [Ca, J, NZ, US, K, HK, Au]
Parts for the boilers for the production of heat and power on the basis of (renewable) biomass fuels. [HK]
Part for biomass boilers for the production of heat and power on the basis of renewable biomass fuels. This product should be seen in relation to HS840219, biomass boiler. Biomass in heating systems uses
agricultural, forest, urban and industrial residues and waste to produce heat
and electricity with less effect on
the environment than fossil fuels. This type of energy production has a limited long term effect on the environment because the carbon in biomass is part of the natural carbon cycle. [S, BD]",0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
137,130,8403,8403,8403,840310,840310,840310,840310,Central Heating Boilers,- Boilers,NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient Consumption of Energy Technologies",NA,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,131,8403,8403,8403,840390,840390,840390,840390,Parts of Central Heating Boilers,- Parts,NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient Consumption of Energy Technologies",NA,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,132,8404,8404,8404,840410,840410,840410,840410,Auxiliary Plant for Use With Boilers,- Auxiliary plant for use with boilers of heading 84.02 or 84.03,"Auxiliary plant for use with boilers of heading 84.02 or 84.03 (for example, economisers, super-heaters, soot removers, gas recovers'); condensers for steam or other vapour power units. [C, J, NZ, K, Au, Ru, M, BD]
Auxiliary plant for use with boilers of heading 8402 or 8403 (for example, economizers, super-heaters, soot removers, gas recovers'). [US]
Auxiliary plant for use with steam or other vapour generating boilers, super-heated water boilers and central heating boilers. [HK]
Auxiliary plant for steam, water and central boiler [S]",NA,3,1,1,1,0,1," Soot removers; Super-heaters and economisers with a stream or other vapour production; Auxiliary plant for use with boilers of Heading No. 84.02 or 84.03, other than soot removers and super-heated, and economizers with a steam or other vapour production;  For use with boilers of heading 84.03","Auxiliary plant for use with 840219x. [Ca, J, NZ, K, Au]
For central heating boilers of heading 8403 [M, BD]","Components of industrial air pollution control plant which minimise the release of pollutants into the atmosphere.  This equipment is also used to support waste heat recovery processes in waste treatment, or renewable energy resource recovery applications.","Components of industrial air pollution control plant which minimise the release of pollutants into the atmosphere. This equipment is also used to support waste heat recovery processes in waste treatment, or renewable energy resource recovery applications. [Ca, J, NZ, K, Au, BD]
Components of industrial air pollution control plant which minimise the release of pollutants into the atmosphere. This equipment is also used to support waste heat recovery processes in waste treatment, [biomass energy generation - US only] and other renewable energy resource recovery applications. [US, HK, M]
These are soot removers and components of industrial air pollution control plant, which minimise the release of pollutants into the atmosphere. This equipment is also used to support waste heat recovery processes in waste treatment or renewable energy resource recovery applications. [S]",0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
140,133,8404,8404,8404,840420,840420,840420,840420,Condensers for Steam or Other Vapour Power Units,- Condensers for steam or other vapour power units,"Auxiliary plant for use with boilers of heading 84.02 or 84.03 (for example, economisers, super-heaters, soot removers, gas recovers'); condensers for steam or other vapour power units.",NA,3,0,1,1,0,1,NA,NA,"Used to cool gas streams to temperatures which allow the removal of contaminants, e.g. volatile organic compounds (VOC) like benzene.","Used to cool gas streams to temperatures which allow the removal of contaminants, e.g. volatile organic compounds (VOC) like benzene.",1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
141,134,8404,8404,8404,840490,840490,840490,840490,Parts of Auxiliary Plant for Use With Boilers and Condensers,- Parts,"Parts for auxiliary plant for boilers, condensers for steam, vapour power
unit. [Ca, J, NZ, K]
Auxiliary plant for use with boilers of heading 8402 or 8403 (for example, economizers, super-heaters, soot removers, gas recovers'); condensers for steam or other vapour power units; Parts. [US, Au, Ru]
Parts for subheading 840410100 [M, BD]",NA,3,0,1,1,0,1,NA,Air pollution control [BD],"These parts are used in the repair and maintenance of the equipment classified under item HS 840410.  This secondary equipment is also used to support waste heat recovery processes, such as boilers mentioned above, in waste treatment, or renewable energy resource recovery applications.","These parts are used in the repair and maintenance of the equipment classified under 840410 above. This secondary equipment is also used to support waste heat recovery processes, such as boilers mentioned above, in waste treatment, or renewable energy resource recovery applications. [C, J, NZ, US, Au, R, Th, M]
Components of industrial air pollution control plant which minimise the release of pollutants into the atmosphere. This equipment is also used to support waste heat recovery processes in waste treatment, or renewable energy resource recovery applications. [BD]",1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
142,135,8405,8405,8405,840510,840510,840510,840510,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators and similar water process gas generators, with or without their purifiers; parts thereof","- Producer gas or water gas generators, with or without their purifiers; acetylene gas generators and similar water process gas generators, with or without their purifiers",NA,NA,3,1,1,0,0,1,"Include only those with purifiers
Acethylene gas generators and similar water process gas generators with purifiers",NA,Purifiers remove contaminants (such as cyanide or sulphur compounds) produced in the manufacture of gases.,NA,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
143,136,8405,8405,8405,840590,840590,840590,840590,Parts,- Parts,NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient Consumption of Energy Technologies",NA,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,137,8406,8406,8406,840610,840610,840610,840611,NA,- Turbines for marine propulsion,NA,NA,2,0,1,0,0,0,NA,NA,"Environmental Technologies, Carbon Capture and Storage, Efficient Consumption of Energy Technologies",NA,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,NA,8406,8406,8406,840610,840610,840610,840611,"Steam Turbines and Other Vapour Turbines, for Marine Propulsion",NA,NA,NA,1,0,0,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient Consumption of Energy Technologies",NA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,138,8406,8406,8406,840681,840681,840681,840619,Steam and other vapour turbines (other than turbines for marine propulsion):  Of an output exceeding 40 MW.,- Other turbines of an output exceeding 40MW,NA,NA,3,1,1,0,0,1,Optional ex-outs may include stationary steam turbines over 40 MW; Low temperature/ low pressure steam turbines for geothermal heat pump systems; and steam turbines for co-generation.,NA,Turbines designed for the production of geothermal energy (renewable energy) and co-generation ((CHP) which allows for a more effective use of energy than conventional generation).,NA,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
147,NA,8406,8406,8406,840681,840681,840681,840619,Other Steam Turbines and Other Vapour Turbines,NA,NA,NA,1,0,0,0,0,1,NA,NA,"Carbon Capture and Storage, Efficient Consumption of Energy Technologies",NA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
148,139,8406,8406,8406,840682,840682,840682,840619,Steam turbines and other vapour turbines (other than for marine propulsion) of an output not exceeding 40 MW.,- Other turbines of an output not exceeding 40 MW,NA,NA,3,0,1,0,0,1,Optional ex-outs may include stationary steam turbines not over 40 MW; other vapour turbines; low temperature/ low pressure steam turbines for geothermal heat pump systems; and steam turbines for co-generation.,NA,"Steam turbines are used to drive electrical generators to derive electrical power from environmental energy recovery operations. Note that these have an output capacity ""not exceeding 40 MW"".",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
149,140,8406,8406,8406,840690,840690,840690,840690,Parts for steam and other vapour turbines.,- Parts ,"Parts for steam and other vapour turbines. [Ca, J, NZ, K, Au, BD]
Parts of steam turbines. [US, M]",NA,3,0,1,1,0,1,"Optional ex-outs may include parts suitable for use with stationary steam turbines over 40MW; stationary steam turbines not over 40 MW, other vapour turbines; parts for 840681x and 840682x.","Optional ex-outs may include parts suitable for use with stationary steam turbines over 40MW; stationary steam turbines not over 40 MW, other vapour turbines; parts for 840681x and 840682x. [Ca, J, NZ, K, Au]
Parts for 840681x and 840682x. [US]
Renewable energy plant [BD]
Only for stator blades, rotors and their blades [R]",Parts used for repair and maintenance of energy recovery turbines listed under HS 840681 and 840682.,"Parts used for repair and maintenance of energy recovery turbines listed in 840681 and 840682 above. [Ca, J, NZ, K, Au]
Parts for the aforementioned ex-outs/goods of 8406 [US]
Turbines designed for the production of geothermal energy (renewable energy) and co- generation ((CHP) which allows for a more effective use of energy than conventional generation) [BD]",0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
150,141,8407,8407,8407,840790,840790,840790,840790,Other Spark-ignition Internal Combustion Piston Engines,- Other Engines,NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient Consumption of Energy Technologies",NA,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,142,8408,8408,8408,840890,840890,840890,840890,Other Compression-ignition Internal Combustion Piston Engines,- Other Engines,NA,NA,3,0,1,0,0,0,NA,NA,"Carbon Capture and Storage, Efficient Consumption of Energy Technologies",NA,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,143,8409,8409,8409,840991,840991,840991,840991,Parts of Spark-ignition Internal Combustion Piston Engines of heading 8407 or 8408,- Other: suitable for use solely or principally with the engines of heading 84.07 or 84.08.,NA,Parts for spark-ignition internal combustion piston engines,3,0,1,0,1,1,Industrial mufflers.,NA,Industrial mufflers are used for reducing engine noise. ,NA,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
153,144,8409,8409,8409,840999,840999,840999,840999,Parts of Compression-ignition Internal Combustion Piston Engines of heading 8407 or 8408,- Other,NA,Parts for diesel or semi-diesel engines ,3,1,1,0,1,1,Industrial mufflers.,NA,Industrial mufflers are used for reducing engine noiset. ,NA,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
154,145,8410,8410,8410,841011,841011,841011,841011,"Hydraulic Turbines, Water Wheels, of a Power Not Exceeding, 1, 000kw","- Hydraulic turbines and water wheels of a power not exceeding 1,000 kW .",NA,Hydraulic turbines,3,1,1,0,1,1,Water  turbines; Hydraulic turbines other than water turbines  ,NA,Hydroelectric power generation produces no greenhouse gas emissions.  ,NA,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
155,146,8410,8410,8410,841012,841012,841012,841012,"Hydraulic Turbines and Water Wheels, Power 1, 000-10, 000kw","- Hydraulic Turbines and Water Wheels, Power 1, 000-10, 000kw",NA,Hydraulic turbines,3,1,1,0,1,1,NA,NA,"Carbon Capture and Storage, Efficient Consumption of Energy Technologies",NA,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
